gene_symbol	ensembl_gene_id	ensembl_transcript_id	ensembl_protein_id	refseq_transcript_id	refseq_gene_id	refseq_protein_id
PCYT1B	ENSG00000102230.15	ENST00000379144.7	ENSP00000368439.2	NM_004845.5	9468	NP_004836.2
PCYT2	ENSG00000185813.13	ENST00000538936.7	ENSP00000439245.3	NM_002861.5	5833	NP_002852.1
PDAP1	ENSG00000106244.15	ENST00000350498.8	ENSP00000222968.4	NM_014891.7	11333	NP_055706.1
PDC	ENSG00000116703.14	ENST00000391997.3	ENSP00000375855.2	NM_002597.5	5132	NP_002588.3
PDCD1	ENSG00000188389.14	ENST00000334409.10	ENSP00000335062.5	NM_005018.3	5133	NP_005009.2
PDCD10	ENSG00000114209.17	ENST00000392750.7	ENSP00000376506.2	NM_007217.4	11235	NP_009148.2
PDCD11	ENSG00000148843.17	ENST00000369797.8	ENSP00000358812.3	NM_014976.2	22984	NP_055791.1
PDCD1LG2	ENSG00000197646.10	ENST00000397747.5	ENSP00000380855.3	NM_025239.4	80380	NP_079515.2
PDCD2	ENSG00000071994.12	ENST00000541970.6	ENSP00000439467.1	NM_002598.4	5134	NP_002589.2
PDCD2L	ENSG00000126249.9	ENST00000246535.4	ENSP00000246535.1	NM_032346.2	84306	NP_115722.1
PDCD4	ENSG00000150593.20	ENST00000280154.12	ENSP00000280154.7	NM_014456.5	27250	NP_055271.2
PDCD5	ENSG00000105185.14	ENST00000590247.7	ENSP00000466214.1	NM_004708.4	9141	NP_004699.1
PDCD6	ENSG00000249915.11	ENST00000264933.9	ENSP00000264933.4	NM_013232.4	10016	NP_037364.1
PDCD6IP	ENSG00000170248.17	ENST00000307296.8	ENSP00000307387.3	NM_013374.6	10015	NP_037506.2
PDCD7	ENSG00000090470.16	ENST00000204549.9	ENSP00000204549.4	NM_005707.2	10081	NP_005698.1
PDCL	ENSG00000136940.16	ENST00000259467.9	ENSP00000259467.4	NM_005388.5	5082	NP_005379.3
PDCL2	ENSG00000163440.14	ENST00000295645.9	ENSP00000295645.4	NM_152401.3	132954	NP_689614.2
PDCL3	ENSG00000115539.17	ENST00000264254.11	ENSP00000264254.6	NM_024065.5	79031	NP_076970.1
PDE10A	ENSG00000112541.19	ENST00000539869.4	ENSP00000438284.3	NM_001385079.1	10846	NP_001372008.1
PDE11A	ENSG00000128655.20	ENST00000286063.11	ENSP00000286063.5	NM_016953.4	50940	NP_058649.3
PDE12	ENSG00000174840.11	ENST00000311180.9	ENSP00000309142.7	NM_177966.7	201626	NP_808881.3
PDE1A	ENSG00000115252.21	ENST00000409365.6	ENSP00000386767.1	NM_001363871.4	5136	NP_001350800.1
PDE1B	ENSG00000123360.14	ENST00000243052.8	ENSP00000243052.3	NM_000924.4	5153	NP_000915.1
PDE1C	ENSG00000154678.20	ENST00000396191.6	ENSP00000379494.1	NM_001191057.4	5137	NP_001177986.1
PDE2A	ENSG00000186642.17	ENST00000334456.10	ENSP00000334910.5	NM_002599.5	5138	NP_002590.1
PDE3A	ENSG00000172572.9	ENST00000359062.4	ENSP00000351957.3	NM_000921.5	5139	NP_000912.3
PDE3B	ENSG00000152270.12	ENST00000282096.9	ENSP00000282096.4	NM_000922.4	5140	NP_000913.2
PDE4A	ENSG00000065989.18	ENST00000380702.7	ENSP00000370078.3	NM_001111307.2	5141	NP_001104777.1
PDE4B	ENSG00000184588.19	ENST00000341517.9	ENSP00000342637.4	NM_002600.4	5142	NP_002591.2
PDE4C	ENSG00000105650.23	ENST00000262805.17	ENSP00000262805.10	NM_001098818.4	5143	NP_001092288.1
PDE4D	ENSG00000113448.21	ENST00000340635.11	ENSP00000345502.6	NM_001104631.2	5144	NP_001098101.1
PDE4DIP	ENSG00000178104.23	ENST00000695795.1	ENSP00000512175.1	NM_001395426.1	9659	NP_001382355.1
PDE5A	ENSG00000138735.18	ENST00000354960.8	ENSP00000347046.3	NM_001083.4	8654	NP_001074.2
PDE6A	ENSG00000132915.14	ENST00000255266.10	ENSP00000255266.5	NM_000440.3	5145	NP_000431.2
PDE6B	ENSG00000133256.14	ENST00000496514.6	ENSP00000420295.1	NM_000283.4	5158	NP_000274.3
PDE6C	ENSG00000095464.11	ENST00000371447.4	ENSP00000360502.3	NM_006204.4	5146	NP_006195.3
PDE6D	ENSG00000156973.16	ENST00000287600.9	ENSP00000287600.4	NM_002601.4	5147	NP_002592.1
PDE6G	ENSG00000185527.13	ENST00000331056.10	ENSP00000328412.5	NM_002602.4	5148	NP_002593.1
PDE6H	ENSG00000139053.5	ENST00000266395.3	ENSP00000266395.2	NM_006205.3	5149	NP_006196.1
PDE7A	ENSG00000205268.13	ENST00000401827.8	ENSP00000385632.4	NM_001242318.3	5150	NP_001229247.1
PDE7B	ENSG00000171408.15	ENST00000308191.11	ENSP00000310661.6	NM_018945.4	27115	NP_061818.1
PDE8A	ENSG00000073417.17	ENST00000394553.6	ENSP00000378056.1	NM_002605.3	5151	NP_002596.1
PDE8B	ENSG00000113231.15	ENST00000264917.10	ENSP00000264917.6	NM_003719.5	8622	NP_003710.1
PDE9A	ENSG00000160191.20	ENST00000291539.11	ENSP00000291539.6	NM_002606.3	5152	NP_002597.1
PDF	ENSG00000258429.3	ENST00000288022.2	ENSP00000288022.1	NM_022341.2	64146	NP_071736.1
PDGFA	ENSG00000197461.15	ENST00000402802.8	ENSP00000383889.3	NM_033023.5	5154	NP_148983.1
PDGFB	ENSG00000100311.19	ENST00000331163.11	ENSP00000330382.6	NM_002608.4	5155	NP_002599.1
PDGFC	ENSG00000145431.13	ENST00000502773.6	ENSP00000422464.1	NM_016205.3	56034	NP_057289.1
PDGFD	ENSG00000170962.15	ENST00000393158.7	ENSP00000376865.2	NM_025208.5	80310	NP_079484.1
PDGFRA	ENSG00000134853.14	ENST00000257290.10	ENSP00000257290.5	NM_006206.6	5156	NP_006197.1
PDGFRB	ENSG00000113721.16	ENST00000261799.9	ENSP00000261799.4	NM_002609.4	5159	NP_002600.1
PDGFRL	ENSG00000104213.15	ENST00000251630.11	ENSP00000251630.4	NM_001372073.1	5157	NP_001359002.1
PDHA1	ENSG00000131828.16	ENST00000422285.7	ENSP00000394382.2	NM_000284.4	5160	NP_000275.1
PDHA2	ENSG00000163114.6	ENST00000295266.6	ENSP00000295266.4	NM_005390.5	5161	NP_005381.1
PDHB	ENSG00000168291.15	ENST00000302746.11	ENSP00000307241.6	NM_000925.4	5162	NP_000916.2
PDHX	ENSG00000110435.15	ENST00000227868.9	ENSP00000227868.4	NM_003477.3	8050	NP_003468.2
PDIA2	ENSG00000185615.18	ENST00000219406.11	ENSP00000219406.7	NM_006849.4	64714	NP_006840.2
PDIA3	ENSG00000167004.16	ENST00000300289.10	ENSP00000300289.5	NM_005313.5	2923	NP_005304.3
PDIA4	ENSG00000155660.13	ENST00000652332.1	ENSP00000499129.1	NM_004911.5	9601	NP_004902.1
PDIA5	ENSG00000065485.22	ENST00000316218.12	ENSP00000323313.7	NM_006810.4	10954	NP_006801.1
PDIA6	ENSG00000143870.15	ENST00000272227.8	ENSP00000272227.4	NM_005742.4	10130	NP_005733.1
PDIK1L	ENSG00000175087.12	ENST00000374269.2	ENSP00000363387.1	NM_152835.5	149420	NP_690048.1
PDILT	ENSG00000169340.10	ENST00000302451.9	ENSP00000305465.4	NM_174924.2	204474	NP_777584.1
PDK1	ENSG00000152256.16	ENST00000282077.8	ENSP00000282077.3	NM_002610.5	5163	NP_002601.1
PDK2	ENSG00000005882.14	ENST00000503176.6	ENSP00000420927.1	NM_002611.5	5164	NP_002602.2
PDK3	ENSG00000067992.19	ENST00000379162.9	ENSP00000368460.4	NM_005391.5	5165	NP_005382.1
PDK4	ENSG00000004799.10	ENST00000005178.6	ENSP00000005178.5	NM_002612.4	5166	NP_002603.1
PDLIM1	ENSG00000107438.11	ENST00000329399.7	ENSP00000360305.3	NM_020992.4	9124	NP_066272.1
PDLIM2	ENSG00000120913.26	ENST00000409417.6	ENSP00000387084.1	NM_001368120.1	64236	NP_001355049.1
PDLIM3	ENSG00000154553.18	ENST00000284767.12	ENSP00000284767.8	NM_014476.6	27295	NP_055291.2
PDLIM4	ENSG00000131435.15	ENST00000253754.8	ENSP00000253754.3	NM_003687.4	8572	NP_003678.2
PDLIM5	ENSG00000163110.17	ENST00000317968.9	ENSP00000321746.4	NM_006457.5	10611	NP_006448.5
PDLIM7	ENSG00000196923.16	ENST00000355841.7	ENSP00000348099.2	NM_005451.5	9260	NP_005442.2
PDP1	ENSG00000164951.17	ENST00000297598.5	ENSP00000297598.4	NM_018444.4	54704	NP_060914.2
PDP2	ENSG00000172840.9	ENST00000311765.4	ENSP00000309548.2	NM_020786.4	57546	NP_065837.1
PDPK1	ENSG00000140992.22	ENST00000342085.9	ENSP00000344220.4	NM_002613.5	5170	NP_002604.1
PDPN	ENSG00000162493.19	ENST00000621990.5	ENSP00000478125.1	NM_006474.5	10630	NP_006465.4
PDPR	ENSG00000090857.16	ENST00000288050.9	ENSP00000288050.5	NM_017990.5	55066	NP_060460.4
PDRG1	ENSG00000088356.8	ENST00000202017.6	ENSP00000202017.4	NM_030815.3	81572	NP_110442.1
PDS5A	ENSG00000121892.17	ENST00000303538.13	ENSP00000303427.8	NM_001100399.2	23244	NP_001093869.1
PDS5B	ENSG00000083642.21	ENST00000315596.15	ENSP00000313851.10	NM_015032.4	23047	NP_055847.1
PDSS1	ENSG00000148459.18	ENST00000376215.10	ENSP00000365388.5	NM_014317.5	23590	NP_055132.2
PDSS2	ENSG00000164494.14	ENST00000369037.9	ENSP00000358033.4	NM_020381.4	57107	NP_065114.3
PDX1	ENSG00000139515.7	ENST00000381033.5	ENSP00000370421.4	NM_000209.4	3651	NP_000200.1
PDXDC1	ENSG00000179889.23	ENST00000396410.9	ENSP00000379691.4	NM_015027.4	23042	NP_055842.2
PDXK	ENSG00000160209.21	ENST00000291565.9	ENSP00000291565.4	NM_003681.5	8566	NP_003672.1
PDXP	ENSG00000241360.3	ENST00000215904.7	ENSP00000215904.6	NM_020315.5	57026	NP_064711.1
PDYN	ENSG00000101327.10	ENST00000217305.3	ENSP00000217305.2	NM_024411.5	5173	NP_077722.1
PDZD11	ENSG00000120509.14	ENST00000239666.9	ENSP00000239666.4	NM_016484.5	51248	NP_057568.1
PDZD2	ENSG00000133401.18	ENST00000438447.2	ENSP00000402033.1	NM_178140.4	23037	NP_835260.2
PDZD4	ENSG00000067840.15	ENST00000393758.7	ENSP00000377355.3	NM_001303512.2	57595	NP_001290441.1
PDZD7	ENSG00000186862.22	ENST00000619208.6	ENSP00000480489.1	NM_001195263.2	79955	NP_001182192.1
PDZD8	ENSG00000165650.14	ENST00000334464.7	ENSP00000334642.5	NM_173791.5	118987	NP_776152.1
PDZD9	ENSG00000155714.14	ENST00000424898.3	ENSP00000400514.2	NM_001363519.1	255762	NP_001350448.1
PDZK1	ENSG00000174827.16	ENST00000417171.6	ENSP00000394485.1	NM_001201325.2	5174	NP_001188254.1
PDZK1IP1	ENSG00000162366.10	ENST00000294338.7	ENSP00000294338.2	NM_005764.4	10158	NP_005755.1
PDZRN3	ENSG00000121440.16	ENST00000263666.9	ENSP00000263666.4	NM_015009.3	23024	NP_055824.1
PDZRN4	ENSG00000165966.17	ENST00000402685.7	ENSP00000384197.2	NM_001164595.2	29951	NP_001158067.1
PEA15	ENSG00000162734.15	ENST00000360472.9	ENSP00000353660.5	NM_003768.5	8682	NP_003759.1
PEAK1	ENSG00000173517.13	ENST00000682557.1	ENSP00000507603.1	NM_001385026.1	79834	NP_001371955.1
PEAK3	ENSG00000188305.7	ENST00000342063.5	ENSP00000345102.3	NM_198532.3	374872	NP_940934.1
PEAR1	ENSG00000187800.16	ENST00000292357.8	ENSP00000292357.7	NM_001080471.3	375033	NP_001073940.1
PEBP1	ENSG00000089220.7	ENST00000261313.3	ENSP00000261313.2	NM_002567.4	5037	NP_002558.1
PEBP4	ENSG00000134020.10	ENST00000256404.8	ENSP00000256404.6	NM_144962.3	157310	NP_659399.2
PECAM1	ENSG00000261371.8	ENST00000563924.6	ENSP00000457421.1	NM_000442.5	5175	NP_000433.4
PECR	ENSG00000115425.16	ENST00000265322.8	ENSP00000265322.7	NM_018441.6	55825	NP_060911.2
PEDS1	ENSG00000240849.13	ENST00000371652.9	ENSP00000360715.4	NM_199129.4	387521	NP_954580.2
PEF1	ENSG00000162517.15	ENST00000373703.5	ENSP00000362807.4	NM_012392.4	553115	NP_036524.1
PEG3	ENSG00000198300.15	ENST00000326441.15	ENSP00000326581.7	NM_006210.3	5178	NP_006201.1
PELI1	ENSG00000197329.14	ENST00000358912.5	ENSP00000351789.4	NM_020651.4	57162	NP_065702.2
PELI2	ENSG00000139946.12	ENST00000267460.9	ENSP00000267460.4	NM_021255.3	57161	NP_067078.1
PELI3	ENSG00000174516.17	ENST00000320740.12	ENSP00000322532.7	NM_145065.3	246330	NP_659502.2
PELO	ENSG00000152684.13	ENST00000274311.3	ENSP00000274311.2	NM_015946.5	53918	NP_057030.3
PELP1	ENSG00000141456.18	ENST00000572293.7	ENSP00000460300.2	NM_014389.3	27043	NP_055204.4
PEMT	ENSG00000133027.20	ENST00000255389.10	ENSP00000255389.5	NM_148172.3	10400	NP_680477.1
PENK	ENSG00000181195.13	ENST00000451791.7	ENSP00000400894.2	NM_001135690.3	5179	NP_001129162.1
PEPD	ENSG00000124299.18	ENST00000244137.12	ENSP00000244137.5	NM_000285.4	5184	NP_000276.2
PER1	ENSG00000179094.19	ENST00000317276.9	ENSP00000314420.4	NM_002616.3	5187	NP_002607.2
PER2	ENSG00000132326.14	ENST00000254657.8	ENSP00000254657.3	NM_022817.3	8864	NP_073728.1
PER3	ENSG00000049246.17	ENST00000377532.8	ENSP00000366755.3	NM_001377275.1	8863	NP_001364204.1
PERCC1	ENSG00000284395.2	ENST00000640283.2	ENSP00000492108.2	NM_001365310.2	105371045	NP_001352239.1
PERM1	ENSG00000187642.12	ENST00000433179.4	ENSP00000414022.3	NM_001394713.1	84808	NP_001381642.1
PERP	ENSG00000112378.13	ENST00000421351.4	ENSP00000397157.2	NM_022121.5	64065	NP_071404.2
PES1	ENSG00000100029.20	ENST00000354694.12	ENSP00000346725.6	NM_014303.4	23481	NP_055118.1
PET100	ENSG00000229833.13	ENST00000594797.6	ENSP00000470539.1	NM_001171155.2	100131801	NP_001164626.1
PET117	ENSG00000232838.5	ENST00000432901.4	ENSP00000397881.2	NM_001164811.2	100303755	NP_001158283.1
PEX1	ENSG00000127980.18	ENST00000248633.9	ENSP00000248633.4	NM_000466.3	5189	NP_000457.1
PEX10	ENSG00000157911.13	ENST00000447513.7	ENSP00000407922.2	NM_002617.4	5192	NP_002608.1
PEX11A	ENSG00000166821.10	ENST00000300056.8	ENSP00000300056.3	NM_003847.3	8800	NP_003838.1
PEX11B	ENSG00000131779.13	ENST00000369306.8	ENSP00000358312.3	NM_003846.3	8799	NP_003837.1
PEX11G	ENSG00000104883.10	ENST00000221480.6	ENSP00000221480.1	NM_080662.4	92960	NP_542393.1
PEX12	ENSG00000108733.12	ENST00000225873.9	ENSP00000225873.3	NM_000286.3	5193	NP_000277.1
PEX13	ENSG00000162928.11	ENST00000295030.6	ENSP00000295030.4	NM_002618.4	5194	NP_002609.1
PEX14	ENSG00000142655.15	ENST00000356607.9	ENSP00000349016.4	NM_004565.3	5195	NP_004556.1
PEX16	ENSG00000121680.18	ENST00000378750.10	ENSP00000368024.5	NM_004813.4	9409	NP_004804.2
PEX19	ENSG00000162735.21	ENST00000368072.10	ENSP00000357051.5	NM_002857.4	5824	NP_002848.1
PEX2	ENSG00000164751.17	ENST00000357039.9	ENSP00000349543.4	NM_000318.3	5828	NP_000309.2
PEX26	ENSG00000215193.16	ENST00000399744.8	ENSP00000382648.4	NM_001127649.3	55670	NP_001121121.1
PEX3	ENSG00000034693.17	ENST00000367591.5	ENSP00000356563.4	NM_003630.3	8504	NP_003621.1
PEX39	ENSG00000221821.4	ENST00000408925.4	ENSP00000386146.2	NM_001008739.2	441150	NP_001008739.1
PEX5	ENSG00000139197.13	ENST00000675855.1	ENSP00000502374.1	NM_001351132.2	5830	NP_001338061.1
PEX5L	ENSG00000114757.20	ENST00000467460.6	ENSP00000419975.1	NM_016559.3	51555	NP_057643.1
PEX6	ENSG00000124587.16	ENST00000304611.13	ENSP00000303511.8	NM_000287.4	5190	NP_000278.3
PEX7	ENSG00000112357.16	ENST00000318471.5	ENSP00000315680.3	NM_000288.4	5191	NP_000279.1
PF4	ENSG00000163737.6	ENST00000296029.4	ENSP00000296029.3	NM_002619.4	5196	NP_002610.1
PF4V1	ENSG00000109272.5	ENST00000226524.4	ENSP00000226524.3	NM_002620.4	5197	NP_002611.1
PFAS	ENSG00000178921.16	ENST00000314666.11	ENSP00000313490.6	NM_012393.3	5198	NP_036525.1
PFDN1	ENSG00000113068.12	ENST00000261813.9	ENSP00000261813.4	NM_002622.5	5201	NP_002613.2
PFDN2	ENSG00000143256.7	ENST00000368010.4	ENSP00000356989.3	NM_012394.4	5202	NP_036526.2
PFDN4	ENSG00000101132.13	ENST00000371419.7	ENSP00000360473.2	NM_002623.4	5203	NP_002614.2
PFDN5	ENSG00000123349.17	ENST00000334478.9	ENSP00000334188.4	NM_002624.4	5204	NP_002615.2
PFDN6	ENSG00000204220.14	ENST00000374606.10	ENSP00000363734.5	NM_001185181.3	10471	NP_001172110.1
PFKFB1	ENSG00000158571.13	ENST00000375006.8	ENSP00000364145.3	NM_002625.4	5207	NP_002616.2
PFKFB2	ENSG00000123836.17	ENST00000367080.8	ENSP00000356047.3	NM_006212.2	5208	NP_006203.2
PFKFB3	ENSG00000170525.23	ENST00000379775.9	ENSP00000369100.4	NM_004566.4	5209	NP_004557.1
PFKFB4	ENSG00000114268.14	ENST00000232375.8	ENSP00000232375.3	NM_004567.4	5210	NP_004558.1
PFKL	ENSG00000141959.19	ENST00000349048.9	ENSP00000269848.6	NM_002626.6	5211	NP_002617.3
PFKM	ENSG00000152556.19	ENST00000359794.11	ENSP00000352842.5	NM_000289.6	5213	NP_000280.1
PFKP	ENSG00000067057.21	ENST00000381125.9	ENSP00000370517.4	NM_002627.5	5214	NP_002618.1
PFN1	ENSG00000108518.10	ENST00000225655.6	ENSP00000225655.5	NM_005022.4	5216	NP_005013.1
PFN2	ENSG00000070087.17	ENST00000239940.12	ENSP00000239940.7	NM_053024.4	5217	NP_444252.1
PFN3	ENSG00000196570.3	ENST00000358571.3	ENSP00000351379.2	NM_001029886.3	345456	NP_001025057.1
PFN4	ENSG00000176732.9	ENST00000313213.5	ENSP00000322170.4	NM_199346.3	375189	NP_955378.1
PGA3	ENSG00000229859.10	ENST00000325558.11	ENSP00000322192.6	NM_001079807.4	643834	NP_001073275.1
PGA4	ENSG00000229183.10	ENST00000378149.9	ENSP00000367391.3	NM_001079808.6	643847	NP_001073276.1
PGA5	ENSG00000256713.8	ENST00000312403.10	ENSP00000309542.6	NM_014224.5	5222	NP_055039.1
PGAM1	ENSG00000171314.11	ENST00000334828.6	ENSP00000359991.4	NM_002629.4	5223	NP_002620.1
PGAM2	ENSG00000164708.8	ENST00000297283.4	ENSP00000297283.3	NM_000290.4	5224	NP_000281.2
PGAM4	ENSG00000226784.3	ENST00000458128.3	ENSP00000412189.1	NM_001029891.3	441531	NP_001025062.1
PGAM5	ENSG00000247077.10	ENST00000498926.7	ENSP00000438465.1	NM_001170543.2	192111	NP_001164014.1
PGAP1	ENSG00000197121.17	ENST00000354764.9	ENSP00000346809.3	NM_024989.4	80055	NP_079265.2
PGAP2	ENSG00000148985.22	ENST00000278243.9	ENSP00000278243.4	NM_014489.4	27315	NP_055304.1
PGAP3	ENSG00000161395.15	ENST00000300658.9	ENSP00000300658.4	NM_033419.5	93210	NP_219487.3
PGAP4	ENSG00000165152.11	ENST00000374848.8	ENSP00000363981.3	NM_032342.3	84302	NP_115718.1
PGAP6	ENSG00000129925.13	ENST00000431232.7	ENSP00000401338.2	NM_021259.3	58986	NP_067082.2
PGBD1	ENSG00000137338.8	ENST00000682144.1	ENSP00000506997.1	NM_032507.4	84547	NP_115896.1
PGBD2	ENSG00000185220.14	ENST00000329291.6	ENSP00000331643.5	NM_170725.3	267002	NP_733843.1
PGBD4	ENSG00000182405.6	ENST00000397766.4	ENSP00000380872.2	NM_152595.5	161779	NP_689808.2
PGBD5	ENSG00000177614.13	ENST00000391860.7	ENSP00000375733.2	NM_001258311.2	79605	NP_001245240.1
PGC	ENSG00000096088.18	ENST00000373025.7	ENSP00000362116.3	NM_002630.4	5225	NP_002621.1
PGCKA1	ENSG00000154274.17	ENST00000381980.9	ENSP00000371408.4	NM_001104629.2	55286	NP_001098099.1
PGD	ENSG00000142657.23	ENST00000270776.13	ENSP00000270776.8	NM_002631.4	5226	NP_002622.2
PGF	ENSG00000119630.16	ENST00000555567.6	ENSP00000451040.1	NM_002632.6	5228	NP_002623.2
PGGHG	ENSG00000142102.18	ENST00000409548.7	ENSP00000387185.2	NM_025092.5	80162	NP_079368.3
PGGT1B	ENSG00000164219.11	ENST00000419445.6	ENSP00000404676.1	NM_005023.4	5229	NP_005014.2
PGK1	ENSG00000102144.17	ENST00000373316.5	ENSP00000362413.4	NM_000291.4	5230	NP_000282.1
PGK2	ENSG00000170950.7	ENST00000304801.6	ENSP00000305995.3	NM_138733.5	5232	NP_620061.2
PGLS	ENSG00000130313.9	ENST00000252603.7	ENSP00000252603.1	NM_012088.3	25796	NP_036220.1
PGLYRP1	ENSG00000008438.6	ENST00000008938.5	ENSP00000008938.3	NM_005091.3	8993	NP_005082.1
PGLYRP2	ENSG00000161031.15	ENST00000340880.5	ENSP00000345968.4	NM_052890.4	114770	NP_443122.3
PGLYRP3	ENSG00000159527.4	ENST00000683862.1	ENSP00000507327.1	NM_052891.3	114771	NP_443123.1
PGLYRP4	ENSG00000163218.16	ENST00000359650.10	ENSP00000352672.5	NM_020393.4	57115	NP_065126.2
PGM1	ENSG00000079739.19	ENST00000371084.8	ENSP00000360125.3	NM_002633.3	5236	NP_002624.2
PGM2	ENSG00000169299.16	ENST00000381967.9	ENSP00000371393.4	NM_018290.4	55276	NP_060760.2
PGM2L1	ENSG00000165434.10	ENST00000298198.5	ENSP00000298198.4	NM_173582.6	283209	NP_775853.2
PGM3	ENSG00000013375.19	ENST00000513973.6	ENSP00000424874.1	NM_015599.3	5238	NP_056414.1
PGM5	ENSG00000154330.15	ENST00000396396.6	ENSP00000379678.1	NM_021965.4	5239	NP_068800.2
PGP	ENSG00000184207.10	ENST00000333503.8	ENSP00000330918.7	NM_001042371.3	283871	NP_001035830.1
PGPEP1	ENSG00000130517.16	ENST00000269919.11	ENSP00000269919.3	NM_017712.4	54858	NP_060182.1
PGPEP1L	ENSG00000183571.13	ENST00000535714.2	ENSP00000437560.1	NM_001167902.2	145814	NP_001161374.1
PGR	ENSG00000082175.17	ENST00000325455.10	ENSP00000325120.5	NM_000926.4	5241	NP_000917.3
PGRMC1	ENSG00000101856.12	ENST00000217971.8	ENSP00000217971.7	NM_006667.5	10857	NP_006658.1
PGRMC2	ENSG00000164040.19	ENST00000296425.10	ENSP00000296425.4	NM_006320.6	10424	NP_006311.3
PGS1	ENSG00000087157.21	ENST00000262764.11	ENSP00000262764.5	NM_024419.5	9489	NP_077733.3
PHACTR1	ENSG00000112137.20	ENST00000332995.12	ENSP00000329880.8	NM_030948.6	221692	NP_112210.1
PHACTR2	ENSG00000112419.17	ENST00000440869.7	ENSP00000417038.2	NM_001100164.2	9749	NP_001093634.1
PHACTR3	ENSG00000087495.19	ENST00000371015.6	ENSP00000360054.1	NM_080672.5	116154	NP_542403.1
PHACTR4	ENSG00000204138.15	ENST00000373839.8	ENSP00000362945.3	NM_001048183.3	65979	NP_001041648.1
PHAF1	ENSG00000125149.13	ENST00000219139.8	ENSP00000219139.3	NM_025187.5	80262	NP_079463.2
PHAX	ENSG00000164902.16	ENST00000297540.5	ENSP00000297540.4	NM_032177.4	51808	NP_115553.2
PHB1	ENSG00000167085.16	ENST00000300408.8	ENSP00000300408.3	NM_002634.4	5245	NP_002625.1
PHB2	ENSG00000215021.12	ENST00000535923.6	ENSP00000441875.1	NM_001144831.2	11331	NP_001138303.1
PHC1	ENSG00000111752.13	ENST00000544916.6	ENSP00000437659.1	NM_004426.3	1911	NP_004417.2
PHC2	ENSG00000134686.23	ENST00000683057.1	ENSP00000507877.1	NM_001385109.1	1912	NP_001372038.1
PHC3	ENSG00000173889.18	ENST00000495893.7	ENSP00000420294.1	NM_024947.4	80012	NP_079223.3
PHETA1	ENSG00000198324.16	ENST00000683047.1	ENSP00000507123.1	NM_144671.6	144717	NP_653272.2
PHETA2	ENSG00000177096.11	ENST00000321753.8	ENSP00000312753.3	NM_001002034.3	150368	NP_001002034.2
PHEX	ENSG00000102174.11	ENST00000379374.5	ENSP00000368682.4	NM_000444.6	5251	NP_000435.3
PHF1	ENSG00000112511.20	ENST00000374516.8	ENSP00000363640.3	NM_024165.3	5252	NP_077084.2
PHF10	ENSG00000130024.17	ENST00000339209.9	ENSP00000341805.4	NM_018288.4	55274	NP_060758.2
PHF11	ENSG00000136147.20	ENST00000378319.8	ENSP00000367570.3	NM_001040443.3	51131	NP_001035533.1
PHF12	ENSG00000109118.16	ENST00000332830.9	ENSP00000329933.4	NM_001033561.2	57649	NP_001028733.1
PHF13	ENSG00000116273.8	ENST00000377648.5	ENSP00000366876.4	NM_153812.3	148479	NP_722519.2
PHF14	ENSG00000106443.19	ENST00000634607.2	ENSP00000489535.1	NM_001007157.2	9678	NP_001007158.1
PHF19	ENSG00000119403.17	ENST00000373896.8	ENSP00000363003.3	NM_015651.3	26147	NP_056466.1
PHF2	ENSG00000197724.14	ENST00000359246.9	ENSP00000352185.4	NM_005392.4	5253	NP_005383.3
PHF20	ENSG00000025293.19	ENST00000374012.8	ENSP00000363124.3	NM_016436.5	51230	NP_057520.2
PHF20L1	ENSG00000129292.23	ENST00000395386.7	ENSP00000378784.2	NM_016018.5	51105	NP_057102.4
PHF21A	ENSG00000135365.19	ENST00000676320.1	ENSP00000502222.1	NM_001352027.3	51317	NP_001338956.1
PHF21B	ENSG00000056487.19	ENST00000313237.10	ENSP00000324403.5	NM_138415.5	112885	NP_612424.1
PHF23	ENSG00000040633.14	ENST00000320316.8	ENSP00000322579.3	NM_024297.3	79142	NP_077273.2
PHF24	ENSG00000122733.14	ENST00000242315.4	ENSP00000242315.3	NM_015297.3	23349	NP_056112.1
PHF3	ENSG00000118482.14	ENST00000262043.8	ENSP00000262043.4	NM_001370348.2	23469	NP_001357277.1
PHF5A	ENSG00000100410.10	ENST00000216252.4	ENSP00000216252.3	NM_032758.4	84844	NP_116147.1
PHF6	ENSG00000156531.20	ENST00000370803.8	ENSP00000359839.4	NM_001015877.2	84295	NP_001015877.1
PHF7	ENSG00000010318.24	ENST00000327906.8	ENSP00000333024.3	NM_016483.7	51533	NP_057567.3
PHF8	ENSG00000172943.23	ENST00000338154.11	ENSP00000338868.6	NM_015107.3	23133	NP_055922.1
PHGDH	ENSG00000092621.15	ENST00000641023.2	ENSP00000493175.1	NM_006623.4	26227	NP_006614.2
PHGR1	ENSG00000233041.10	ENST00000448599.2	ENSP00000410024.2	NM_001145643.2	644844	NP_001139115.1
PHIP	ENSG00000146247.17	ENST00000275034.5	ENSP00000275034.3	NM_017934.7	55023	NP_060404.4
PHKA1	ENSG00000067177.17	ENST00000373542.9	ENSP00000362643.4	NM_002637.4	5255	NP_002628.2
PHKA2	ENSG00000044446.14	ENST00000379942.5	ENSP00000369274.4	NM_000292.3	5256	NP_000283.1
PHKB	ENSG00000102893.20	ENST00000323584.10	ENSP00000313504.5	NM_000293.3	5257	NP_000284.1
